WMO_ID,Latitude,Longitude,Elevation,File
260635-99999,59.983,30.583,18,26063599999.csv
260780-99999,59.35,31.233,39,26078099999.csv
260940-99999,59.65,33.55,61,26094099999.csv
261148-99999,53.882,28.031,204.2,26114899999.csv
261150-99999,58.917,22.067,9,26115099999.csv
261160-99999,58.991,22.831,5.5,26116099999.csv
261161-99999,58.217,22.5,4,26116199999.csv
261240-99999,58.95,23.817,25,26124099999.csv
261280-99999,58.567,23.517,3,26128099999.csv
261340-99999,58.967,24.733,52,26134099999.csv
261350-99999,58.817,25.417,65,26135099999.csv
261410-99999,59.133,26.233,123,26141099999.csv
261440-99999,58.75,26.417,71,26144099999.csv
261670-99999,58.567,29.8,91,26167099999.csv
262140-99999,58.383,21.817,6,26214099999.csv
262180-99999,57.917,22.05,4,26218099999.csv
262260-99999,58.1,23.967,4,26226099999.csv
262270-99999,57.783,23.25,2,26227099999.csv
262290-99999,57.867,24.367,5,26229099999.csv
262310-99999,58.417,24.467,8,26231099999.csv
262330-99999,58.367,25.6,86,26233099999.csv
262420-99999,58.307,26.69,66.8,26242099999.csv
262470-99999,57.783,26.033,66,26247099999.csv
262490-99999,57.85,27.017,83,26249099999.csv
262580-99999,57.784,28.396,46.9,26258099999.csv
262750-99999,58.017,31.317,25,26275099999.csv
262980-99999,57.9,34.03,188,26298099999.csv
263130-99999,57.75,22.6,5,26313099999.csv
263240-99999,57.35,23.117,6,26324099999.csv
263480-99999,57.133,26.717,143,26348099999.csv
263590-99999,57.017,28.9,108,26359099999.csv
263780-99999,57.15,31.183,71,26378099999.csv
263890-99999,57.133,33.117,218,26389099999.csv
264030-99999,56.883,21.183,10,26403099999.csv
264050-99999,57.35,21.533,6,26405099999.csv
264060-99999,56.518,21.097,4.9,26406099999.csv
264160-99999,56.683,22.5,112,26416099999.csv
264220-99999,56.917,23.967,26,26422099999.csv
264290-99999,56.4,24.217,33,26429099999.csv
264350-99999,56.65,25.133,83,26435099999.csv
264770-99999,56.35,30.62,106,26477099999.csv
264980-99999,56.267,34.317,196,26498099999.csv
264990-99999,56.5,34.933,186,26499099999.csv
265020-99999,55.973,21.094,10.1,26502099999.csv
265021-99999,55.883,23.383,138,26502199999.csv
265090-99999,55.733,21.083,7.3,26509099999.csv
265180-99999,55.617,22.233,166,26518099999.csv
265240-99999,55.933,23.317,107,26524099999.csv
265310-99999,56.2,24.767,51.5,26531099999.csv
265440-99999,55.867,26.617,122,26544099999.csv
265540-99999,55.817,27.95,132,26554099999.csv
265850-99999,55.85,32.95,222,26585099999.csv
266290-99999,54.883,23.833,77,26629099999.csv
266295-99999,54.964,24.085,78,26629599999.csv
266330-99999,55.517,25.583,105.7,26633099999.csv
266430-99999,55.367,27.467,131,26643099999.csv
266450-99999,55.05,26.317,212,26645099999.csv
266530-99999,55.467,28.767,133,26653099999.csv
266570-99999,54.883,27.75,193,26657099999.csv
266590-99999,54.883,28.7,174,26659099999.csv
266660-99999,55.127,30.35,207.9,26666099999.csv
266661-99999,53.6,24.533,138,26666199999.csv
266950-99999,55.167,34.4,251,26695099999.csv
267020-99999,54.89,20.593,13.1,26702099999.csv
267300-99999,54.634,25.286,196.9,26730099999.csv
267590-99999,54.267,28.5,189,26759099999.csv
267630-99999,54.5,30.417,185,26763099999.csv
267810-99999,54.75,32.067,239,26781099999.csv
267950-99999,54.417,34.017,238,26795099999.csv
268250-99999,53.6,24.05,134,26825099999.csv
268320-99999,53.902,25.317,157,26832099999.csv
268500-99999,53.864,27.54,228,26850099999.csv
268530-99999,53.833,28.983,154,26853099999.csv
268550-99999,53.45,28.133,177,26855099999.csv
268630-99999,53.95,30.067,192,26863099999.csv
268640-99999,53.5,29.333,155,26864099999.csv
268780-99999,53.45,31.017,170,26878099999.csv
268820-99999,53.933,32.833,224,26882099999.csv
268870-99999,53.35,32.067,167,26887099999.csv
268940-99999,53.533,33.75,177,26894099999.csv
268980-99999,53.214,34.176,202.1,26898099999.csv
269410-99999,53.117,26,193,26941099999.csv
269510-99999,53.033,27.55,162,26951099999.csv
269610-99999,53.217,29.127,156,26961099999.csv
269660-99999,52.9,30.033,142,26966099999.csv
269970-99999,52.583,33.767,178,26997099999.csv
270370-99999,59.233,39.867,131,27037099999.csv
270510-99999,59.967,42.767,134,27051099999.csv
270660-99999,59.533,45.467,143,27066099999.csv
270830-99999,59.85,48.283,180,27083099999.csv
271130-99999,59.267,38.017,114,27113099999.csv
271960-99999,58.65,49.617,147,27196099999.csv
272080-99999,57.8,35.883,142,27208099999.csv
272170-99999,57.8,36.7,147,27217099999.csv
272250-99999,58.1,38.683,105,27225099999.csv
272420-99999,58.483,41.533,103,27242099999.csv
272520-99999,58.35,43.383,150,27252099999.csv
272710-99999,58.367,45.533,125,27271099999.csv
272960-99999,58.1,49.917,177.1,27296099999.csv
273160-99999,57.35,37.583,138,27316099999.csv
273290-99999,57.2,39.417,101,27329099999.csv
273330-99999,57.733,40.783,126,27333099999.csv
273470-99999,56.95,40.967,126,27347099999.csv
273550-99999,57.333,43.117,132,27355099999.csv
273690-99999,57.133,45.167,110,27369099999.csv
273730-99999,57.667,46.633,175,27373099999.csv
273930-99999,57.55,49.95,136,27393099999.csv
274020-99999,56.883,35.867,137,27402099999.csv
274590-99999,56.23,43.784,78,27459099999.csv
274790-99999,56.333,46.583,107,27479099999.csv
274850-99999,56.633,47.767,106,27485099999.csv
275155-99999,55.973,37.415,189.6,27515599999.csv
275185-99999,55.592,37.261,208.8,27518599999.csv
275320-99999,56.117,40.35,172,27532099999.csv
275390-99999,55.6,40.65,136,27539099999.csv
275530-99999,56.217,43.817,82,27553099999.csv
275770-99999,55.533,45.5,125,27577099999.csv
275950-99999,55.606,49.279,126.2,27595099999.csv
276070-99999,55.565,52.093,196,27607099999.csv
276120-99999,55.833,37.617,200,27612099999.csv
276270-99999,54.833,38.15,221,27627099999.csv
276480-99999,54.95,41.767,136,27648099999.csv
276530-99999,55.367,43.783,127,27653099999.csv
276650-99999,55.033,44.5,219,27665099999.csv
276790-99999,54.817,46.583,180,27679099999.csv
277030-99999,54.55,36.367,198.8,27703099999.csv
277070-99999,54.1,35.35,238,27707099999.csv
277190-99999,54.233,37.617,203,27719099999.csv
277310-99999,54.617,39.717,170,27731099999.csv
277520-99999,54.633,43.233,139,27752099999.csv
277600-99999,54.118,45.203,216,27760099999.csv
277860-99999,54.317,48.333,129,27786099999.csv
278230-99999,53.783,39.25,209,27823099999.csv
278480-99999,53.45,41.8,142,27848099999.csv
278570-99999,53.483,42.633,131,27857099999.csv
279060-99999,52.933,36,196,27906099999.csv
279280-99999,52.633,38.517,168,27928099999.csv
279300-99999,52.703,39.538,178.9,27930099999.csv
279470-99999,52.8,41.333,128,27947099999.csv
279620-99999,53.133,45.017,174,27962099999.csv
279621-99999,54.401,48.803,76.8,27962199999.csv
279830-99999,53.183,48.4,103,27983099999.csv
280090-99999,59.35,52.25,168,28009099999.csv
280440-99999,59.6,60.533,130,28044099999.csv
280490-99999,59.433,62.333,131,28049099999.csv
280640-99999,59.617,65.717,72,28064099999.csv
280660-99999,59.667,67.417,41,28066099999.csv
280760-99999,59.6,69.283,57,28076099999.csv
280870-99999,59.533,70.417,50,28087099999.csv
280970-99999,59.583,73.283,60.3,28097099999.csv
281160-99999,58.983,54.65,186,28116099999.csv
281310-99999,59.033,57.567,316,28131099999.csv
281440-99999,58.867,60.783,125,28144099999.csv
281650-99999,58.717,66.083,81.2,28165099999.csv
281720-99999,59.15,68.917,41,28172099999.csv
282140-99999,58.133,52.583,169,28214099999.csv
282160-99999,58.083,54.683,226,28216099999.csv
282240-99999,58,56.333,170.9,28224099999.csv
282250-99999,57.915,56.021,123.1,28225099999.csv
282400-99999,57.883,60.067,260,28240099999.csv
282550-99999,58.05,63.683,103,28255099999.csv
282750-99999,58.15,68.25,50,28275099999.csv
282780-99999,57.917,69.033,100,28278099999.csv
283190-99999,57.083,54.75,131,28319099999.csv
283210-99999,57.717,55.383,163,28321099999.csv
283340-99999,57.35,58.217,244,28334099999.csv
283660-99999,57.417,67.083,52.1,28366099999.csv
283670-99999,57.117,65.433,102,28367099999.csv
283820-99999,57.683,71.183,62,28382099999.csv
283830-99999,57.517,72.4,67,28383099999.csv
283960-99999,57.367,74.75,101,28396099999.csv
284110-99999,56.833,53.45,159,28411099999.csv
284190-99999,56.283,54.967,99.4,28419099999.csv
284280-99999,56.5,56.133,148,28428099999.csv
284340-99999,56.65,57.783,206,28434099999.csv
284400-99999,56.743,60.803,232.9,28440099999.csv
284510-99999,56.85,62.717,127,28451099999.csv
284650-99999,56.683,66.35,61,28465099999.csv
284690-99999,56.483,67.3,131,28469099999.csv
284810-99999,56.817,70.617,78,28481099999.csv
284910-99999,56.933,72.667,87,28491099999.csv
284930-99999,56.9,74.383,73,28493099999.csv
284935-99999,56.173,92.493,287.1,28493599999.csv
284980-99999,56.45,73.65,98,28498099999.csv
285020-99999,56.233,51.033,83,28502099999.csv
285060-99999,55.767,52.067,91,28506099999.csv
285220-99999,56.11,56.574,206.5,28522099999.csv
285370-99999,55.7,57.9,338,28537099999.csv
285410-99999,56.083,60.3,399,28541099999.csv
285520-99999,56.067,63.65,89,28552099999.csv
285730-99999,56.1,69.433,82,28573099999.csv
285860-99999,55.867,72.2,118,28586099999.csv
285880-99999,55.567,71.367,126,28588099999.csv
285930-99999,56.1,74.633,77,28593099999.csv
285980-99999,55.6,73.483,81,28598099999.csv
286150-99999,55.183,53.8,125,28615099999.csv
286210-99999,55.417,55.533,186,28621099999.csv
286370-99999,55,57.983,415,28637099999.csv
286420-99999,55.306,61.503,234.4,28642099999.csv
286450-99999,55.15,61.3,237,28645099999.csv
286550-99999,55.233,63.317,178,28655099999.csv
286610-99999,55.467,65.4,74,28661099999.csv
286660-99999,55.25,67.3,140,28666099999.csv
286730-99999,55.45,69.317,92,28673099999.csv
286790-99999,54.833,69.15,136,28679099999.csv
286880-99999,54.9,71.25,125,28688099999.csv
286960-99999,55.033,74.583,110,28696099999.csv
286980-99999,54.967,73.311,94.8,28698099999.csv
287110-99999,54.617,52.8,303,28711099999.csv
287220-99999,54.558,55.874,136.9,28722099999.csv
287480-99999,54.083,61.617,192,28748099999.csv
287560-99999,54.467,64.867,117,28756099999.csv
287660-99999,54.367,66.967,151,28766099999.csv
287850-99999,54.433,70.917,127,28785099999.csv
287860-99999,54.367,71.75,125,28786099999.csv
287910-99999,54.633,72.433,115,28791099999.csv
287970-99999,54.2,72.967,125,28797099999.csv
287990-99999,54.167,74.8,115,28799099999.csv
288060-99999,53.617,52.45,92,28806099999.csv
288250-99999,53.583,55.934,137,28825099999.csv
288380-99999,53.35,59.083,384,28838099999.csv
288670-99999,53.317,65.55,216,28867099999.csv
288770-99999,53.317,68.1,319,28877099999.csv
288790-99999,53.283,69.383,229,28879099999.csv
288860-99999,53.633,72.367,138,28886099999.csv
288950-99999,53.783,73.883,125,28895099999.csv
289000-99999,53.505,50.164,145.4,28900099999.csv
289090-99999,52.817,52.217,80,28909099999.csv
289250-99999,52.917,55.917,180,28925099999.csv
289520-99999,53.217,63.617,170,28952099999.csv
289570-99999,52.683,62.6,208,28957099999.csv
289660-99999,52.817,66.967,227,28966099999.csv
289780-99999,52.533,68.75,398,28978099999.csv
289840-99999,52.95,70.217,395,28984099999.csv
290230-99999,59.85,81.95,76,29023099999.csv
290370-99999,59.383,82.833,68,29037099999.csv
290680-99999,59.5,90.928,67,29068099999.csv
290750-99999,59.717,93.433,454,29075099999.csv
291030-99999,59.067,76.733,69,29103099999.csv
291110-99999,59.217,78.233,69,29111099999.csv
291220-99999,59.05,80.833,57,29122099999.csv
291280-99999,58.7,81.5,63,29128099999.csv
291490-99999,58.633,86.733,105,29149099999.csv
292030-99999,58.583,76.517,80,29203099999.csv
292090-99999,57.8,77.217,99,29209099999.csv
292240-99999,58.133,80.583,80,29224099999.csv
292310-99999,58.317,82.95,75,29231099999.csv
292410-99999,58.383,84.6,81,29241099999.csv
292470-99999,57.75,85.2,90,29247099999.csv
292530-99999,58.45,89.467,133,29253099999.csv
292630-99999,58.45,92.15,78,29263099999.csv
292740-99999,58.083,93,90,29274099999.csv
292760-99999,58.183,94.75,161.1,29276099999.csv
292820-99999,58.383,97.45,133,29282099999.csv
292890-99999,57.85,97.4,378,29289099999.csv
293130-99999,57.533,79.431,97,29313099999.csv
293280-99999,57,82.067,110,29328099999.csv
293320-99999,57.583,83.783,114,29332099999.csv
293480-99999,57.067,86.217,114,29348099999.csv
293550-99999,57.45,88.467,140,29355099999.csv
293560-99999,57.367,89.317,150,29356099999.csv
293630-99999,57.633,92.267,179,29363099999.csv
293670-99999,56.967,90.683,180.6,29367099999.csv
293760-99999,57.217,94.917,147,29376099999.csv
293790-99999,57.2,94.55,168,29379099999.csv
293930-99999,57.65,99.533,220.5,29393099999.csv
294010-99999,56.95,75.3,90,29401099999.csv
294050-99999,56.6,76.567,116,29405099999.csv
294070-99999,56.383,75.25,87,29407099999.csv
294180-99999,56.35,78.35,126,29418099999.csv
294300-99999,56.5,84.917,139,29430099999.csv
294560-99999,56.533,89.317,205,29456099999.csv
294670-99999,56.283,90.517,257.2,29467099999.csv
294710-99999,56.9,93.133,180,29471099999.csv
294770-99999,56.5,93.283,164,29477099999.csv
294810-99999,56.85,95.217,188,29481099999.csv
294830-99999,56.767,96.8,257,29483099999.csv
295240-99999,55.85,80.033,129,29524099999.csv
295320-99999,56.25,84,113,29532099999.csv
295340-99999,55.983,82.7,127,29534099999.csv
295390-99999,55.667,84.4,193,29539099999.csv
295400-99999,56.117,86,259,29540099999.csv
295410-99999,56.067,85.617,251,29541099999.csv
295480-99999,55.717,86.3,208,29548099999.csv
295510-99999,56.183,87.683,144,29551099999.csv
295530-99999,56.217,89.55,290,29553099999.csv
295570-99999,55.75,88.317,211,29557099999.csv
295620-99999,56.1,91.667,332,29562099999.csv
295740-99999,56,92.883,277,29574099999.csv
295760-99999,55.817,94.3,375,29576099999.csv
295780-99999,55.717,93.75,399.2,29578099999.csv
295810-99999,56.2,95.633,207,29581099999.csv
295830-99999,56.117,97.317,338,29583099999.csv
295870-99999,55.633,95.467,252,29587099999.csv
295900-99999,56.15,99.3,265,29590099999.csv
295940-99999,55.95,98,307,29594099999.csv
296020-99999,55.3,76.75,111,29602099999.csv
296050-99999,55.2,76.019,112,29605099999.csv
296120-99999,55.333,78.308,120,29612099999.csv
296130-99999,55.3,79.617,140,29613099999.csv
296250-99999,55.1,80.967,140,29625099999.csv
296260-99999,55.017,82.233,159,29626099999.csv
296310-99999,55.3,82.75,137,29631099999.csv
296340-99999,55.013,82.651,111.3,29634099999.csv
296360-99999,55.233,84.4,173,29636099999.csv
296380-99999,54.9,82.95,133,29638099999.csv
296420-99999,55.27,86.107,263,29642099999.csv
296490-99999,55,86.8,151,29649099999.csv
296530-99999,55.3,89.817,387,29653099999.csv
296540-99999,55.217,87.65,495,29654099999.csv
296640-99999,55.083,90.85,325.3,29664099999.csv
296750-99999,55.083,93.367,477,29675099999.csv
296760-99999,55.25,94.883,337,29676099999.csv
296980-99999,54.883,99.033,410,29698099999.csv
297010-99999,54.667,75.1,111,29701099999.csv
297020-99999,54.717,76.717,111,29702099999.csv
297060-99999,54.367,77.283,115,29706099999.csv
297120-99999,54.7,78.667,113,29712099999.csv
297220-99999,54.667,81.05,175,29722099999.csv
297240-99999,54.333,80.467,160,29724099999.csv
297260-99999,54.367,81.883,132,29726099999.csv
297350-99999,54.3,83.314,293,29735099999.csv
297360-99999,54.333,84.217,198,29736099999.csv
297450-99999,54.45,86.367,226,29745099999.csv
297560-99999,54.5,89.933,475,29756099999.csv
297590-99999,54.333,89.283,847,29759099999.csv
297660-99999,54.367,92.133,282,29766099999.csv
297720-99999,54.367,93.433,479.3,29772099999.csv
297890-99999,54.217,96.967,984,29789099999.csv
298020-99999,53.817,76.533,114,29802099999.csv
298070-99999,53.35,75.45,94,29807099999.csv
298130-99999,53.967,79.233,144,29813099999.csv
298140-99999,53.733,78.017,115,29814099999.csv
298220-99999,53.817,81.267,129,29822099999.csv
298270-99999,53.267,80.767,122,29827099999.csv
298320-99999,53.817,83.583,144,29832099999.csv
298360-99999,53.75,84.95,221,29836099999.csv
298370-99999,53.4,82.6,170,29837099999.csv
298380-99999,53.364,83.539,255.1,29838099999.csv
298460-99999,53.733,87.183,308,29846099999.csv
298480-99999,53.467,85.917,272,29848099999.csv
298490-99999,53.333,87.167,293,29849099999.csv
298540-99999,53.683,88.05,242,29854099999.csv
298580-99999,53.283,89.167,527,29858099999.csv
298640-99999,53.717,90.367,525,29864099999.csv
298650-99999,53.75,91.4,245,29865099999.csv
298690-99999,53.3,92.417,298,29869099999.csv
298700-99999,53.883,92.667,284,29870099999.csv
298760-99999,53.683,94.2,446.1,29876099999.csv
298920-99999,53.95,98.817,705,29892099999.csv
298940-99999,53.633,98.217,918,29894099999.csv
299150-99999,52.967,78.65,126,29915099999.csv
299230-99999,53.067,82.3,219,29923099999.csv
299250-99999,52.833,80.95,165,29925099999.csv
299370-99999,52.517,82.767,175,29937099999.csv
299390-99999,52.667,84.917,225,29939099999.csv
299460-99999,52.867,87.283,354,29946099999.csv
299550-99999,52.817,88.45,416,29955099999.csv
299560-99999,52.8,89.917,455,29956099999.csv
299620-99999,53.05,90.917,469,29962099999.csv
299730-99999,53.133,94.467,765,29973099999.csv
299740-99999,52.8,93.233,1398.5,29974099999.csv
299990-99999,52.5,99.817,1570,29999099999.csv
300140-99999,59.75,103.3,277,30014099999.csv
300280-99999,59.283,106.167,352,30028099999.csv
300370-99999,59.25,108.233,323,30037099999.csv
300540-99999,59.45,112.583,190,30054099999.csv
300740-99999,59.933,117.6,163.8,30074099999.csv
300890-99999,59.017,121.767,175,30089099999.csv
301170-99999,58.2,102.75,401,30117099999.csv
301360-99999,58.55,109.767,234,30136099999.csv
301510-99999,58.85,112.9,203,30151099999.csv
301570-99999,58.317,112.867,224,30157099999.csv
301650-99999,58.417,116.017,422.5,30165099999.csv
302300-99999,57.767,108.067,258,30230099999.csv
302460-99999,57.667,111.667,332,30246099999.csv
302520-99999,57.817,114.017,249,30252099999.csv
302530-99999,57.85,114.2,278,30253099999.csv
302550-99999,57.8,114.083,532,30255099999.csv
302630-99999,57.833,117.667,562,30263099999.csv
303090-99999,56.371,101.698,490.7,30309099999.csv
303170-99999,56.2,102.833,427,30317099999.csv
303200-99999,56.867,105.7,669,30320099999.csv
303280-99999,56.05,105.833,338,30328099999.csv
303370-99999,56.317,107.617,362,30337099999.csv
303560-99999,56.367,114.633,516,30356099999.csv
303720-99999,56.9,118.267,711,30372099999.csv
303790-99999,56,119.45,996,30379099999.csv
303850-99999,56.583,121.483,426,30385099999.csv
